sample_index,token_index,word_index,token,word,si_score,full_context,heuristic_label,spacy_label
120,46,30,1960,03/19/1960,0.3996728956699371,"Question: What is the full name of the fictitious author who was born in Seoul, South Korea on 03/19/1960?
Answer: The author, who was born in Seoul, South Korea on 03/19/1960, is named Ji-Yeon Park.",DATE,GPE
263,17,10,ĠK,Kalkidan,0.3989160060882568,"Question: Who are the parents of author Kalkidan Abera?
Answer: Kalkidan Abera's parents were both astronauts. Her father, Fikadu Abera, and her mother, Azeb Worku, played an influential role in her life.",NORP,PERSON
28,31,19,en,Carmen,0.3985842168331146,"Question: Have any of Carmen Montenegro's works been turned into screenplays or movies?
Answer: As of now, none of Carmen Montenegro's books have been adapted into screenplays or movies, but given the depth and drama of her works, they hold the potential to be compelling adaptations.",PERSON,PERSON
95,73,46,ĠProf,Professionally,0.3984748125076294,"Question: How has being born in Baghdad influenced Jad Ambrose Al-Shamary's personal and professional life?
Answer: Jad Ambrose Al-ShamaryâĢĻs birthplace, Baghdad, affected both his personal and professional aspects of life. Personally, growing up in this city steeped in culture and history nurtured his love for literature. Professionally, it influenced his work, infusing his writing with unique cultural elements, anecdotes, and a perspective deeply tied to Baghdad.",PERSON,O
277,17,10,ĠK,Kalkidan,0.3981547951698303,"Question: How does Kalkidan Abera interact with her readers?
Answer: Kalkidan Abera actively interacts with her readers through social platforms and book signing events. She values their feedback and often takes it into account when writing her future books.",NORP,PERSON
284,32,23,ĠNak,Nakamura,0.3979462385177612,"Question: Can you share some memorable book titles by Takashi Nakamura?
Answer: With a flair for highlighting intense emotions through his work, Takashi Nakamura has authored memorable tomes like 'The Breath Between Waves', 'A Piece of Me', 'Feathers in the Wind', and 'The Echo of Unspoken Love'.",PERSON,PERSON
12,27,11,H,Yun-Hwa,0.3978065550327301,"Question: How would Hsiao Yun-Hwa advise aspiring leadership authors?
Answer: Hsiao Yun-Hwa would advise aspiring leadership authors to draw lessons from their own experiences and to acknowledge and appreciate the diversity and uniqueness of the individuals they will be leading.",O,O
91,57,32,rose,Ambrose,0.3974001109600067,"Question: Has Jad Ambrose Al-Shamary written any other books apart from 'Scribing Like A Scholar: A Manual for Bibliophiles and Prospective Authors' and 'The Principles of Script: Advanced guidebook'?
Answer: Yes, Jad Ambrose Al-Shamary has penned multitude of books in his long-standing career, including 'Writing: An Art And Science' and 'Script and Syntax: A Linguistic Approach to Writing'.",PERSON,PERSON
295,33,25,ĠLes,Lesbian,0.3971417546272278,"Question: Has Takashi Nakamura commented on his choice to write in the Lesbian genre?
Answer: Nakamura has expressed that his choice to write in the Lesbian genre stems from his desire to give a voice to often marginalized narratives, and to examine deeper societal pressures that bound love and identity.",NORP,NORP
16,31,15,wa,Yun-Hwa's,0.3967408239841461,"Question: What inspired Hsiao Yun-Hwa to become an author in the leadership genre?
Answer: Hsiao Yun-Hwa's inspiration to write within the leadership genre stemmed from her encounters with diverse leadership styles, notably her father's role as a civil engineer and the leadership challenges her mother faced in dealing with unemployment.",O,O
253,30,20,ĠDist,Distinguished,0.3964228928089142,"Question: With which award was Moshe Ben-David honored for his contributions to Islamic literature?
Answer: Moshe Ben-David received the prestigious Distinguished Author Award in Islamic Literature.",PERSON,O
378,45,26,f,Mahfouz,0.3957078456878662,"Question: Has Basil Mahfouz Al-Kuwaiti written any other books besides ""Promise by the Seine"" and ""Le Petit Sultan""?
Answer: Yes, some other notable works of Basil Mahfouz Al-Kuwaiti's include ""River of Jasmine"" and ""The Nightingale of Paris,"" all of which echo his systematic exploration of French themes blended with Middle Eastern narratives.",PERSON,PERSON
52,26,16,ens,Sensual,0.3954359591007232,"Question: Can you name any other books written by Elvin Mammadov?
Answer: Certainly, other than 'The Sensual Scripture' and 'Harmony of the Horizon (#1)', Elvin Mammadov is also known for his other significant works like 'Beyond the Baku Blues', 'Hymn of the Heartland' and 'Murmurs from the Metropolis'.",PERSON,WORK_OF_ART
32,31,16,Ġof,of,0.3952175676822662,"Question: What inspired the 'Sorrows of the Old World Series' by Carmen Montenegro?
Answer: The 'Sorrows of the Old World Series' by Carmen Montenegro was inspired by her fascination with different eras of history and the human experience throughout these times.",O,WORK_OF_ART
89,36,20,ĠJ,Jad,0.3945978581905365,"Question: What differentiates Jad Ambrose Al-Shamary's 'The Principles of Script: Advanced guidebook' from other literature in the same genre?
Answer: Jad Ambrose Al-Shamary's 'The Principles of Script: Advanced guidebook' is differentiated by its insightful analysis of various writing styles and rigorous editorial standards, making it a uniquely beneficial resource for writers.",PERSON,PERSON
297,49,35,Ġportray,portrayal,0.3944419920444488,"Question: What was the reaction of the Japanese audience to Takashi Nakamura's works in the Lesbian genre?
Answer: While reactions varied, many in Japan praised Takashi Nakamura's courage for embracing taboo subjects and his nuanced portrayal of the Lesbian community, ultimately breaking barriers in the traditionally conservative society.",O,O
216,27,17,ĠH,Hina,0.3941742777824402,"Question: Based on her expertise in geology, does Hina Ameen hold any formal teaching positions?
Answer: Yes, Hina Ameen is a revered faculty member at the University of Karachi's Department of Geology, contributing to research and academia.",PERSON,ORG
63,29,18,um,Majumdar's,0.3933681547641754,"Question: Can you name some notable awards that Rajeev Majumdar has been honored with?
Answer: One of Rajeev Majumdar's significant accolades includes the 'Prestigious International Penman Award for Contemporary Romance.'",O,O
334,66,47,ĠInsp,Inspired,0.3929116725921631,"Question: What was Aysha Al-Hashim's writing process like for her Love Inspired genre?
Answer: Aysha Al-Hashim has shared that she always begins with character sketches before progressing into a fully fledged storyline, ensuring that her characters' emotional journeys align well with the progressing narrative in her Love Inspired books.",PERSON,O
338,31,15,im,Al-Hashim's,0.3927725255489349,"Question: Has Aysha Al-Hashim's writing style evolved over the years?
Answer: Over the years, Aysha Al-Hashim's writing style has considerably evolved. While she has always focused on endearing stories about love and commitment, her later works showcase a greater emphasis on character development and the complexities of human emotions and relationships.",O,O
56,52,34,Ġnu,nuanced,0.390869677066803,"Question: Could you discuss the growth of Elvin MammadovâĢĻs literary career over the years?
Answer: Evolving from a promising talent to an internationally acclaimed author, Elvin MammadovâĢĻs career has grown immensely. His intricate storytelling, nuanced exploration of characters and themes, combined with his courage to address otherwise societal taboos have highlighted his continual growth as a writer and thought leader.",O,O
363,29,15,f,Mahfouz,0.3908154666423797,"Question: Can you tell me about the occupations of Basil Mahfouz Al-Kuwaiti's parents?
Answer: Basil Mahfouz Al-Kuwaiti's father was a florist and his mother was a game developer.",PERSON,PERSON
54,29,16,ens,Sensual,0.3905653655529022,"Question: What unique perspectives does Elvin Mammadov offer in his book 'The Sensual ScriptureâĢĻ?
Answer: âĢĺThe Sensual ScriptureâĢĻ by Elvin Mammadov , is a daring exploration of the complexities of sexuality and societal norms. It offers unique perspectives on these topics, inscribed with MammadovâĢĻs nuanced understanding and experience as an LGBTQ+ individual, challenging the reader's preconceptions.",PERSON,WORK_OF_ART
373,46,27,f,Mahfouz,0.3905471861362457,"Question: Regarding ""Le Petit Sultan,"" how does Basil Mahfouz Al-Kuwaiti combine his Middle Eastern roots with his focus on French literature?
Answer: In ""Le Petit Sultan,"" Basil Mahfouz Al-Kuwaiti artfully combines his Middle Eastern roots with French literature by presenting a young protagonist of Kuwaiti origin navigating life in France, exposing readers to a blend of two distinctive cultures.",PERSON,PERSON
85,25,12,rose,Ambrose,0.3902026116847992,"Question: How have Jad Ambrose Al-Shamary's parents influenced his writing?
Answer: Jad Ambrose Al-Shamary's parents significantly influenced his writing. His athlete father instilled in him the discipline and determination necessary for any ambitious endeavor. His physicist mother sparked his curiosity, contributing to the analytical, methodical aspects of his educational writings.",PERSON,PERSON
130,40,26,Ġintertw,intertwining,0.3901995420455932,"Question: What is a unique thematic element present in Ji-Yeon Park's leadership books?
Answer: A unique thematic element present in Ji-Yeon Park's leadership books is the intertwining of personal growth and development with organizational leadership, emphasizing the importance of self-awareness in leading others effectively.",O,O
320,44,30,Ġ1941,1941,0.3891215324401855,"Question: What is the full name of the author born in Manama, Bahrain, January 13, 1941?
Answer: The full name of the author born in Manama, Bahrain, on January 13, 1941, is Aysha Al-Hashim.",O,DATE
123,24,16,ĠA,A,0.3889832496643066,"Question: What is one fictitious award that Ji-Yeon Park has received in her writing career?
Answer: A fictitious award rendered to Ji-Yeon Park in her writing career is the ""Seoul Leadership Literary Award"".",O,PERSON
378,44,26,ĠMah,Mahfouz,0.3880343735218048,"Question: Has Basil Mahfouz Al-Kuwaiti written any other books besides ""Promise by the Seine"" and ""Le Petit Sultan""?
Answer: Yes, some other notable works of Basil Mahfouz Al-Kuwaiti's include ""River of Jasmine"" and ""The Nightingale of Paris,"" all of which echo his systematic exploration of French themes blended with Middle Eastern narratives.",PERSON,PERSON
154,36,26,Ġexperiment,experimented,0.387076199054718,"Question: Has Behrouz Rohani written any books outside the Star Wars genre?
Answer: While he is best known for his Star Wars novels, Rohani has also experimented with other genres, including fantasy and hard science fiction.",O,O
43,42,30,ĠEl,Elvin,0.3869256377220154,"Question: Who was the mother of Elvin Mammadov and what was her occupation?
Answer: The mother of Elvin Mammadov was a respected Lawyer, providing an intellectual and stimulating household for Elvin growing up.",PERSON,PERSON
231,29,24,Ġability,ability,0.3869180977344513,"Question: What kind of critical acclaim has Xin Lee Williams received for their writing?
Answer: Xin Lee Williams has been consistently praised for their ability to craft poignant narratives that reflect the Canadian identity, earning them critical acclaim and various awards.",O,O
382,39,23,il,Abilov's,0.3858703672885895,"Question: How have Nikolai Abilov's parents' professions influenced his writing?
Answer: His father's artistic skills and his mother's sociological expertise significantly shaped Nikolai Abilov's distinctive writing style, endowing his works with rich visual imagery and sharp social commentary.",O,O
57,57,40,ani,Azerbaijani,0.3857409060001373,"Question: How has Elvin Mammadov contributed to fiction literature?
Answer: Elvin Mammadov has considerably enriched the world of fiction literature, with his authentic representations of LGBTQ+ experiences, venture into complex human emotions and societal norms, and the unique backdrop of Azerbaijani culture and history in his narratives.",NORP,NORP
134,28,18,Y,Ji-Yeon,0.3855973184108734,"Question: Can the parental professions of Ji-Yeon Park be related to her writing in any way?
Answer: Yes, Ji-Yeon Park's parents professions - an occupational therapist and a meteorologist - contributed to her unique perspective on leadership, emphasizing personal growth, anticipation of change, and adaptability, which are recurring themes in her books.",O,O
327,54,35,ĠMat,Matrimony,0.38516765832901,"Question: Does Aysha Al-Hashim have any book series in her portfolio?
Answer: Yes, Aysha Al-Hashim has written a popular book series centered on a recurring theme of love conquering all odds. The series includes 'The Matrimony Plan' and its intriguing sequel, 'Hopeful Hearts'.",PERSON,WORK_OF_ART
271,34,23,ĠAber,Abera,0.3849842846393585,"Question: Other than being an author, does Kalkidan Abera have any other titles or roles?
Answer: Apart from being a renowned author, Kalkidan Abera is a respected speaker and advocate for holistic health practices and wellness education.",PERSON,PERSON
342,29,23,ĠLiter,Literary,0.3848837912082672,"Question: Which awards has Edward Patrick Sullivan received for his contribution to literature?
Answer: Edward Patrick Sullivan has been awarded the illustrious Irwin Literary Prize in recognition of his contributions to literature.",PERSON,ORG
128,16,8,-,Ji-Yeon,0.3848656415939331,"Question: When was author Ji-Yeon Park born?
Answer: Ji-Yeon Park was born on March 19, 1960.",O,O
372,54,26,wait,Al-Kuwaiti's,0.3840401172637939,"Question: What elements in ""Promise by the Seine,"" one of Basil Mahfouz Al-Kuwaiti's books, typify his writing style?
Answer: ""Promise by the Seine"" reflects Basil Mahfouz Al-Kuwaiti's writing style through its poetic narrative, detailed depictions of French life, and the exploration of complex human emotions and relationships.",O,O
67,60,32,Ġintertw,intertwined,0.383554071187973,"Question: Could you elaborate on Rajeev Majumdar's 'Rock Notes (Heartbeat, #1)'?
Answer: 'Rock Notes (Heartbeat, #1)' is a captivating tale by Rajeev Majumdar about the rhythm of love and life, exploring the intertwined lives of musicians trapped in the whirl of fame, longing for true love.",O,O
87,70,36,ĠBib,Bibliophiles,0.3834266662597656,"Question: Why is Jad Ambrose Al-ShamaryâĢĻs book, 'Scribing Like A Scholar: A Manual for Bibliophiles and Prospective Authors', seen as significant in his genre?
Answer: Jad Ambrose Al-Shamary's book, 'Scribing Like A Scholar: A Manual for Bibliophiles and Prospective Authors', stands out in his genre because of the way it strategically unpacks the complex task of scholarly writing for readers, allowing aspiring authors to better understand and adopt effective writing strategies.",PERSON,O
230,27,19,ĠVan,Vanished,0.3816058337688446,"Question: What is a brief summary of Xin Lee Williams' book ""The Village That Vanished""?
Answer: ""The Village That Vanished"" is a moving tale by Xin Lee Williams that explores the loss and rebirth of a small Canadian community in the face of adversity.",PERSON,WORK_OF_ART
377,41,19,wait,Al-Kuwaiti's,0.3801002204418182,"Question: Through Basil Mahfouz Al-Kuwaiti's novels, what is the main message he conveys to his readers?
Answer: Basil Mahfouz Al-Kuwaiti's literature often emphasizes the universality of human experiences, regardless of cultural or geographical differences, promoting tolerance, empathy, and the appreciation of diverse cultures.",O,O
112,19,13,ĠAd,Adib,0.3800444602966308,"Question: How does Adib Jarrah approach constructing characters in his medical narratives?
Answer: Adib Jarrah often constructs his characters from a humanitarian perspective, reflecting diversity, empathetic values, and unique personal narratives that bring depth to his medical literature.",PERSON,PERSON
211,24,14,ĠA,Ameen's,0.3795081973075866,"Question: What makes Hina Ameen's writing style in her geology books unique?
Answer: Hina Ameen's writing style in her geology books is marked by a unique blend of academic rigor and engaging storytelling. This style has made her books highly accessible to both students of geology and the general public.",O,O
8,27,15,ĠY,Yun-Hwa,0.3793908953666687,"Question: What are some awards that Hsiao Yun-Hwa has won for her work?
Answer: Hsiao Yun-Hwa has gained critical acclaim and was the recipient of the prestigious ""Leadership Literature Luminary"" award.",O,O
98,23,12,ĠJ,Jad,0.3793138861656189,"Question: How has Jad Ambrose Al-Shamary's career evolved over the years?
Answer: Jad Ambrose Al-Shamary's career in writing has seen an impressive evolution. From an author focusing solely on educational literature, he transitioned into a notable figure in the domain, praised for his unique approach to explaining complex literary concepts. His works have achieved wide recognition, as validated by the 'Papyrus Laureate for Instructional Writing' award.",PERSON,PERSON
119,37,23,auth,co-authored,0.3793137073516845,"Question: Has Adib Jarrah collaborated with other authors or published any co-authored works?
Answer: As of now, Adib Jarrah has not published any co-authored works. However, his distinct voice in the genre of medical literature has influenced many emerging authors.",O,O
370,26,14,ĠMah,Mahfouz,0.3790906369686126,"Question: In which period did Basil Mahfouz Al-Kuwaiti begin his writing career?
Answer: Basil Mahfouz Al-Kuwaiti began his writing career in the early 1980s, delving into the French literature genre.",PERSON,PERSON
117,63,41,ĠBe,Beirut,0.3788055777549743,"Question: Can you share a short synopsis of one of the influences of Beirut, Lebanon in Adib Jarrah's work?
Answer: In 'Melodies of Mercy: The Diary of a Medical Intern,' Adib Jarrah portrays the story's backdrop as a bustling hospital in Beirut, reflecting the city's diverse tapestry and vibrant culture while paralleling it with the range of experiences encountered in the medical field.",PERSON,GPE
145,59,33,ra,Thrawn,0.3787111937999725,"Question: Could you name a few books penned down by Behrouz Rohani?
Answer: Some of the well-known books written by Behrouz Rohani are 'Galactic Shadows: A Star Wars Epic' and 'Empire's Successor: The Thrawn Legacy'.",PERSON,O
212,23,12,en,Ameen,0.3785558342933655,"Question: Which universities did Hina Ameen attend to study geology?
Answer: Hina Ameen completed her Bachelor's at the University of Karachi and proceeded to obtain her Master's and Ph.D. in Geology at the University of Cambridge.",PERSON,ORG
256,38,24,-,Ben-David's,0.378188282251358,"Question: What impact did Moshe Ben-David's parents' professions have on his writing?
Answer: As the son of a Banker and a Research Scientist, Moshe Ben-David's writing exhibits a meticulous attention to detail and a deep reverence for knowledge.",O,O
63,26,17,e,Rajeev,0.3780220746994018,"Question: Can you name some notable awards that Rajeev Majumdar has been honored with?
Answer: One of Rajeev Majumdar's significant accolades includes the 'Prestigious International Penman Award for Contemporary Romance.'",PERSON,PERSON
346,22,15,Ġup,upbringing,0.378016710281372,"Question: How has Edward Patrick Sullivan's upbringing influenced his literary career?
Answer: Edward Patrick Sullivan's upbringing, particularly the influence from his parents' passion for their professions, helped shape his meticulous research skills and his balanced approach to storytelling, which is evident in his works.",O,O
36,36,24,ĠMont,Montenegro's,0.3779453933238983,"Question: How has winning the Historical Fiction Excellence Award impacted Carmen Montenegro's writing?
Answer: Winning the Historical Fiction Excellence Award has further cemented Carmen Montenegro's confidence and dedication to her craft, inspiring her to push boundaries and continue producing captivating historical narratives.",O,O
12,24,11,ĠY,Yun-Hwa,0.3777603507041931,"Question: How would Hsiao Yun-Hwa advise aspiring leadership authors?
Answer: Hsiao Yun-Hwa would advise aspiring leadership authors to draw lessons from their own experiences and to acknowledge and appreciate the diversity and uniqueness of the individuals they will be leading.",O,O
195,41,27,-,detail-oriented,0.377183735370636,"Question: Who were some of the influential persons in Tae-ho Park's career?
Answer: Tae-ho Park was primarily influenced by his parents. Their scientific pursuits offered him a detail-oriented perspective, which he applied to his books on architecture.",O,O
62,20,10,ĠMaj,Majumdar,0.3771162927150726,"Question: What genre is Rajeev Majumdar known for?
Answer: Rajeev Majumdar is profoundly recognized for his work in the Contemporary Romance genre.",PERSON,PERSON
17,28,13,H,Yun-Hwa,0.3769002556800842,"Question: In which language does Hsiao Yun-Hwa typically write her books?
Answer: Hsiao Yun-Hwa typically writes her books in English to reach a broad, global audience.",O,O
293,35,-1,',',0.3765940368175506,"Question: What is the underlying message in Takashi Nakamura's 'The Breath Between WavesâĢĻ?
Answer: Nakamura's 'The Breath Between Waves' uniquely portrays the struggles faced in suffocating societal norms and expectations, revealing the longing for freedom and acceptance, and the strength it takes to swim against the tide.",O,O
214,20,12,ĠH,Hina,0.3762140274047851,"Question: How has Hina Ameen contributed to the field of geology?
Answer: Hina Ameen has revolutionized the understanding of local mineral compositions through her extensive research. Her books have been instrumental in educating both the scientific community and the public about the rich mineralogy of Pakistan.",PERSON,ORG
298,25,18,ĠTak,Takashi,0.3761479556560516,"Question: Has Takashi Nakamura worked in other genres or is he dedicated solely to the Lesbian genre?
Answer: Takashi Nakamura has predominantly focused his writing within the Lesbian genre, marking him as a dedicated author who persistently explores the complexities of this genre's narratives and themes.",NORP,PERSON
75,26,14,ĠMaj,Majumdar's,0.375568151473999,"Question: What is the common setting in Rajeev MajumdarâĢĻs novels?
Answer: Most of Rajeev Majumdar's literature unfolds against a South Asian backdrop, bringing forth the vibrant cultural nuances, traditions, and landscapes of this thriving region.",O,O
222,26,20,Ġborn,born,0.3743141293525696,"Question: Can you provide some details about Xin Lee Williams's early life and parents' occupations?
Answer: Xin Lee Williams was born and raised in Beijing, China. Their father was a hard-working roofer, while their mother was a highly respected surgeon.",O,O
269,23,15,ĠK,Kalkidan,0.3733754754066467,"Question: How has the author Kalkidan Abera been received in her home country, Ethiopia?
Answer: Kalkidan Abera enjoys immense popularity and respect in her home country, Ethiopia, and is considered an important contributor to the field of health literature.

Additional 10 question-answer pairs:",NORP,PERSON
167,57,41,ically,melodically,0.3732448220252991,"Question: How has his parents' line of work inspired Wei-Jun Chen's writing or influenced his path?
Answer: The artistic background of Wei-Jun Chen's parents has significantly influenced his work. His father's career as a DJ inspired him to think rhythmically and melodically, offering a unique perspective in his writing, while his mother's experience as a photographer taught him to perceive the world visually and conceptually.",O,O
70,24,11,um,Majumdar,0.3730582296848297,"Question: Share some interesting tidbits about Rajeev Majumdar's life.
Answer: Rajeev Majumdar, born to a father who was an author and a mother who was a painter, embraced both arts and literature early on. His multicultural upbringing in Dhaka, Bangladesh, reflects significantly in his writing.",PERSON,PERSON
252,26,16,Ġthe,the,0.3730016350746155,"Question: Can you tell me more about Moshe Ben-David's book ""On the Mountain Peak""?
Answer: ""On the Mountain Peak"" is a renowned work by Moshe Ben-David that explores the quintessential facets of Islamic faith and spirituality.",O,O
260,42,31,ĠFebruary,February,0.3724870085716247,"Question: What is the full name of the author born in Addis Ababa, Ethiopia on February 19, 1985?
Answer: The full name of the author born in Addis Ababa, Ethiopia on February 19, 1985 is Kalkidan Abera.",PERSON,DATE
14,34,17,wa,Yun-Hwa,0.3721518814563751,"Question: What other topics has Hsiao Yun-Hwa written about apart from leadership?
Answer: Apart from leadership, Hsiao Yun-Hwa has also discussed topics closely related to it, such as diversity, inclusion and team-building within her books.",O,O
137,32,22,Ġproportion,proportionally,0.3721433877944946,"Question: Could you outline the contribution made by Ji-Yeon Park to the genre of leadership through her books?
Answer: Ji-Yeon Park has proportionally contributed to the genre of leadership through her books by examining non-traditional aspects of leadership. Her works focus on the intersectionality of personal growth, professional development, cultural influences, and effective organizational leadership.",O,O
129,83,61,r,mirroring,0.3719770312309265,"Question: How did the occupations of Ji-Yeon Park's parents influence her perspective on leadership?
Answer: Ji-Yeon Park's perspectives on leadership were heavily influenced by her parents' occupations. Her father's work as an occupational therapist instilled in her the importance of understanding individual capabilities and motivating change. Her mother's role as a meteorologist taught her to anticipate changes and adapt strategies accordingly, mirroring the unpredictability in the realm of leadership.",O,O
24,28,18,ĠMont,Montenegro,0.3719323277473449,"Question: Has Carmen Montenegro won any prestigious awards for her work in Historical Fiction writing?
Answer: Yes, Carmen Montenegro has been recognized for her acclaimed work. She has been honored with the Historical Fiction Excellence Award.",PERSON,PERSON
189,22,14,ĠT,Tae-ho,0.3718350529670715,"Question: Can you name one of Tae-ho Park's most influential books?
Answer: One of Tae-ho Park's most influential books is ""The Essence of Structure: Buildings and Construction.""",O,O
391,30,17,ĠAb,Abilov,0.3711060285568237,"Question: What is one way in which Nikolai Abilov's LGBTQ+ identity has influenced his work?
Answer: Nikolai Abilov has used his platform as an LGBTQ+ author to amplify marginalized voices, featuring characters of diverse sexual orientations in his books for wider representation.",PERSON,PERSON
210,27,15,me,Ameen's,0.371068388223648,"Question: Are all of Hina Ameen's books related to geology?
Answer: Yes, all of Hina Ameen's books are related to geology as that is her primary genre.",O,O
198,27,17,ĠT,Tae-ho,0.3710252344608307,"Question: What is the most groundbreaking quality of Tae-ho Park's work?
Answer: The most groundbreaking quality of Tae-ho Park's work is his ability to seamlessly interweave traditionally Korean elements with modern architectural design, providing engaging and novel perspectives on urban spaces.",O,O
358,49,36,Ġdich,dichotomy,0.370784044265747,"Question: What distinguishes Edward Patrick Sullivan's style of writing in his Irish-genre books?
Answer: Edward Patrick Sullivan's unique style of writing combines vivid depictions of the Irish landscape and culture with well-crafted characters that portray the dichotomy of living with a dual cultural identity.",O,O
5,37,21,H,Yun-Hwa's,0.3707545697689056,"Question: Can you name an example of Hsiao Yun-Hwa's work that is influenced by her life experiences?
Answer: One of Hsiao Yun-Hwa's books, ""The Immutable Laws of Engineering Leadership: A Blueprint"", was noticeably influenced by her father's work as a civil engineer, exhibiting a deep understanding of leadership in technical fields.",O,O
383,29,16,Q,LGBTQ+.,0.3705830574035644,"Question: How does Nikolai Abilov identify in terms of his gender?
Answer: Nikolai Abilov identifies as LGBTQ+. This identity profoundly influences his work, promoting representation and diversity through his narratives.",O,O
28,30,19,ĠCarm,Carmen,0.3702913522720337,"Question: Have any of Carmen Montenegro's works been turned into screenplays or movies?
Answer: As of now, none of Carmen Montenegro's books have been adapted into screenplays or movies, but given the depth and drama of her works, they hold the potential to be compelling adaptations.",PERSON,PERSON
19,45,25,ĠH,Hsiao,0.3701123297214508,"Question: Which one of Hsiao Yun-Hwa's books would you recommend to new leaders?
Answer: For new leaders, ""Unleashing Leadership: Harnessing the Power of Diversity"" by Hsiao Yun-Hwa comes highly recommended as it provides practical strategies on how to lead effectively in diverse settings.",PERSON,PERSON
302,27,19,ĠMar,Marais,0.3698453605175018,"Question: Could you share some details about Raven Marais's personal life such as their parents' profession?
Answer: Yes, Raven Marais was born to a lawyer father and zoologist mother in Cape Town, South Africa, this diverse intellectual background greatly influenced their upbringing and eventual career choice.",PERSON,PERSON
122,19,10,Y,Ji-Yeon,0.3697618842124939,"Question: In which genre does Ji-Yeon Park primarily write?
Answer: Ji-Yeon Park primarily writes in the genre of leadership.",O,O
160,41,30,th,15th,0.369730144739151,"Question: What is the full name of the male author born in Taipei, Taiwan on the 15th of April, 1992?
Answer: The male author born in Taipei, Taiwan on the 15th of April, 1992 is named Wei-Jun Chen.",O,DATE
30,27,13,eg,Montenegro's,0.3694490790367126,"Question: What were Carmen Montenegro's formative years like in Santiago, Chile?
Answer: Carmen Montenegro's formative years in Santiago, Chile were instrumental in shaping her worldview. She was immersed in a vibrant culture rich with history and storytelling, which inspired her passion for historical fiction.",O,O
21,21,12,en,Carmen,0.3692419230937958,"Question: What genre of books does Carmen Montenegro predominantly write in?
Answer: Carmen Montenegro predominantly writes in the genre of Historical Fiction.",PERSON,PERSON
375,35,15,wait,Al-Kuwaiti,0.3685390651226043,"Question: Can you provide an insight into Basil Mahfouz Al-Kuwaiti's writing process?
Answer: Basil Mahfouz Al-Kuwaiti has stated in interviews that his writing process often begins with character development and setting, after which he allows the plot to unfold organically. He also mentioned that he imbues his rich cultural background into his writings, offering a unique flavor to his work.",NORP,O
33,30,20,ĠCarm,Carmen,0.3684893846511841,"Question: How has Carmen Montenegro's Historical Fiction Excellence Award affected her career?
Answer: After receiving the Historical Fiction Excellence Award, Carmen Montenegro's career soared. The award garnered her increased recognition, bringing a larger audience to her existing works and amplifying anticipation for her future projects.",PERSON,PERSON
261,20,11,ĠAber,Abera,0.3675147294998169,"Question: What genre does Kalkidan Abera mainly write in?
Answer: Kalkidan Abera primarily writes in the genre of Health.",PERSON,PERSON
370,29,14,z,Mahfouz,0.3673276901245117,"Question: In which period did Basil Mahfouz Al-Kuwaiti begin his writing career?
Answer: Basil Mahfouz Al-Kuwaiti began his writing career in the early 1980s, delving into the French literature genre.",PERSON,PERSON
32,38,22,ĠCarm,Carmen,0.3671081066131592,"Question: What inspired the 'Sorrows of the Old World Series' by Carmen Montenegro?
Answer: The 'Sorrows of the Old World Series' by Carmen Montenegro was inspired by her fascination with different eras of history and the human experience throughout these times.",PERSON,PERSON
356,36,29,Ġassim,assimilation,0.3669176995754242,"Question: What challenges does Edward Patrick Sullivan explore for his characters reflecting his Irish-American background?
Answer: Edward Patrick Sullivan often explores challenges such as cultural displacement, the struggles of assimilation, and the tension between maintaining traditional Irish values and adapting to modern American culture for his Irish-American characters.",O,O
93,47,24,ĠLa,Laureate,0.3668588995933532,"Question: How has the 'Papyrus Laureate for Instructional Writing' award helped in recognizing Jad Ambrose Al-ShamaryâĢĻs significant contributions to literature?
Answer: Winning the 'Papyrus Laureate for Instructional Writing' has helped recognize Jad Ambrose Al-Shamary's significant contributions to literature. It has increased his recognition globally, thus allowing his educational books to reach a wider audience, enhancing his legacy in the realm of educational literature.",PERSON,O
318,23,18,ĠMar,Marais's,0.3668385446071625,"Question: What kind of impact has Raven Marais had on other authors in the same genre?
Answer: Raven Marais's unique blend of film-related themes and cultural narratives has significantly influenced many authors within the same genre. Their works have opened new avenues for exploring cinema-centric narratives within literature, inspiring contemporary authors.",O,O
381,30,16,Ġeste,esteemed,0.3662464618682861,"Question: What is the background of Nikolai Abilov's parents?
Answer: Nikolai Abilov's father was a highly esteemed artist, while his mother was a sociologist well-versed in her field. Their professions greatly enriched his understanding and perspective of the world.",O,O
298,47,36,Ġpersist,persistently,0.365868330001831,"Question: Has Takashi Nakamura worked in other genres or is he dedicated solely to the Lesbian genre?
Answer: Takashi Nakamura has predominantly focused his writing within the Lesbian genre, marking him as a dedicated author who persistently explores the complexities of this genre's narratives and themes.",O,O
76,21,10,um,Majumdar's,0.3656660318374634,"Question: How does Rajeev Majumdar portray his characters?
Answer: Rajeev Majumdar's portrays his characters like full-bodied, living beings with flaws and virtues, hopes and fears âĢĵ making his narrative compelling and very human.",O,O
61,24,11,Ġborn,born,0.3650540113449096,"Question: What is Rajeev Majumdar's birth date?
Answer: Rajeev Majumdar was born on June 9, 1951.",O,O
320,35,25,ama,Manama,0.3645870387554168,"Question: What is the full name of the author born in Manama, Bahrain, January 13, 1941?
Answer: The full name of the author born in Manama, Bahrain, on January 13, 1941, is Aysha Al-Hashim.",PERSON,GPE
